,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying,Hogwarts House
15,0.35569027109784573,0.26177668757199063,0.696488728782372,0.7382233124280095,0.729036729036729,0.8678895737134771,0.718618322125256,0.5946908454928206,0.9009400145594835,0.7718865078942367,0.6092050779284697,0.8889931663484067,0.43095062318148264,False
16,0.5124800890772158,0.7248758164380936,0.23199791853166496,0.2751241835619065,0.7011034703342396,0.28537843609034547,0.677621772271299,0.21009446064182039,0.32260836585577823,0.5040457185656579,0.3418591864307877,0.2463584458285309,0.7724410474660183,True
17,0.6430725453505096,0.8159243883041137,0.2658692538107934,0.18407561169588632,0.6974785436323897,0.2694674407519442,0.7421094884416137,0.15867682186489934,0.15413652186761778,0.3895648549514184,0.5474362691508193,0.17196872162821844,0.8551700178051853,True
18,0.3088938032568857,0.41133226471871315,0.8336814392118226,0.588667735281287,0.8866677328215791,0.7907921780161481,0.7010930951912748,0.7257854823820835,0.9818680568217342,0.8934587087738365,0.5610844218669703,0.9623584885002524,0.4184001389672993,False
19,0.6284815118383001,0.7185586048218289,0.8390101569399931,0.2814413951781712,0.7683245375553068,0.21732998176275864,0.25883248905449696,0.6248232372924561,0.7741328090678408,0.4124884638986811,0.5312030795456854,0.506723322734651,0.4023103313501542,False
22,0.4967523931769327,0.35404894448544366,0.7889122382133165,0.6459510555145566,0.8292552907937524,0.8376095104064311,0.7430854788222113,0.6553792472716563,0.9206146112773557,0.7541216495867488,0.5773838184911558,0.9055200363383401,0.39030268814869506,False
23,0.5362958724463758,0.8270030002619055,0.5063600098890522,0.17299699973809454,0.9674289674289674,0.15646550306543827,0.3857353425735406,0.44107154060386217,0.8888620349822672,0.580899002020352,0.7945478016848356,0.42722955533258916,0.4449776349502758,False
24,0.8034501956296491,0.22971508923904216,0.8866779350331628,0.770284910760958,0.7727490804413881,0.6851485158623944,0.821811731867499,0.7637840039414107,0.685701038126415,0.6358254348904642,0.5572377697417269,0.9042205139808848,0.38014070439049813,False
25,0.5480336513926047,0.7437907586721821,0.796837144133435,0.2562092413278179,0.6402793325870249,0.3072556012333942,0.26748258669552943,0.6679442852884071,0.6945153909446213,0.5088098337467962,0.7289718174647597,0.4600471971697425,0.4369435879619577,False
26,0.700678904473965,0.2762136078807684,0.17678508699409978,0.7237863921192318,0.1450503758196066,0.3379322730724202,0.27031678759551386,0.6529760111900386,0.7097579796537987,0.7203720625632447,0.523760121603223,0.22462815244360174,0.19548790550223652,False
27,0.4435380356618159,0.7964555828428694,0.7022970604390415,0.2035444171571305,0.7393251239405085,0.24113650230661368,0.37104064601898745,0.5074160314889301,0.7515254851586521,0.599821435162617,0.6150952611272902,0.44661121963078915,0.5594953749945717,False
28,0.5008350988973601,0.6069885350875911,0.2533898985139191,0.39301146491240896,0.7593155285462978,0.23367078723892654,0.6938424824066867,0.17104602217638437,0.3794293167311852,0.46614479137031084,0.2766984717978305,0.32736677860507324,0.769813696964433,True
29,0.566026939671837,0.7186670349517762,0.6617700781744734,0.28133296504822386,0.7740817740817741,0.32149090842569733,0.09428496021428721,0.8369283808112509,0.7704571733925752,0.4473710089124716,0.5543625487390554,0.48617127418321493,0.17677074738350632,False
30,0.5672022640458995,0.7901459599607608,0.6682161868077744,0.20985404003923938,0.8320272935657551,0.1710571113550634,0.22396545468210252,0.6947811823472143,0.8657432062110562,0.5869538733363188,0.8265792684926925,0.4612341447885195,0.3146957918964694,False
31,0.6377835856672286,0.7469077011989289,0.36244440105654957,0.25309229880107126,0.7719494642571565,0.1679455494989749,0.7249241794173916,0.0702315725304151,0.26866279660192244,0.3119913030881041,0.5764746248596062,0.2446060979012816,0.8799887089069354,True
32,0.6234554536597436,0.3354882065088737,0.7170724776515417,0.6645117934911264,0.814115891038968,0.9038730802835337,0.7945929592223372,0.6968056417087608,0.8968937586246946,0.7676701288316486,0.33218929203131153,0.8814821011780203,0.3179094106917966,False
33,0.609676321853301,0.6960910759720459,0.738290983831602,0.3039089240279542,0.638946638946639,0.3187047488756664,0.09088268013034626,0.6414693835174737,0.7745054348082955,0.30479603140767453,0.5915088069084586,0.41956745472726903,0.28794458678942114,False
35,0.5321435751511684,0.34682598731554215,0.8495240518181244,0.653174012684458,0.8371448371448371,0.606490458171442,0.6581488708718604,0.5357935312284602,0.7464502108335822,0.48409634523694667,0.5212890922832204,0.8377910309656331,0.5045381508663743,False
36,0.5225708674203177,0.7745794913383134,0.8272137576874454,0.22542050866168672,0.7392718161948931,0.308942179399516,0.20621205489906308,0.5509546607520923,0.7016992475326285,0.30286543384906833,0.777976333504614,0.4686943969222465,0.46115429712945677,False
37,0.6518178865811979,0.6813646293534028,0.8248938495429493,0.3186353706465973,0.8179540487232796,0.15387925734357283,0.373725914626761,0.653460715050568,0.7830768505925426,0.5467627123222305,0.6922252552488367,0.5527686367339518,0.4277370043861554,False
38,0.5037270154493296,0.17518774483109004,0.06837947697564994,0.8248122551689101,0.09632709632709635,0.3633951888311847,0.2007915194725342,0.7511293899908502,0.7960787694696104,0.8934306912201709,0.5126825806294584,0.2716467747197006,0.12179180961480003,False
40,0.59310579465846,0.7366915000247998,0.2642923858499927,0.2633084999752002,0.7542512927128312,0.29497922400394,0.6923377777714258,0.15836187630822737,0.19921466110692201,0.3148766460426985,0.2977461229720164,0.2400595944277476,0.8045555217787814,True
41,0.4149436308244282,0.7328242035587,0.7658627620822634,0.26717579644130013,0.8177941254864333,0.2834823457905027,0.4294279995587463,0.6420631145034325,0.6558884712454429,0.6241525626245092,0.2233848492613552,0.571430777203644,0.5475094454336215,False
42,0.5129285681146869,0.18904233390898983,0.8206537091919347,0.8109576660910103,0.6367077136307906,0.6705439253843705,0.6269394791963385,0.7381654907341597,0.7235614723990601,0.6521668740953006,0.4087246185696967,0.8640487378434729,0.39959612628653324,False
44,0.5869353416946321,0.7094612032917491,0.7511471230274039,0.290538796708251,0.7073404765712458,0.20725701239835126,0.2191538279764757,0.5857351874062675,0.8139381406487092,0.44495032491918834,0.49757059505183054,0.4504174248851372,0.39132322925261653,False
45,0.7558804880689112,0.27822866184600825,0.8522684775374377,0.7217713381539919,0.8338930646622954,0.7176089492740194,0.8307664026838466,0.804650338938164,0.807106343366267,0.7675840531079521,0.25969668031897125,0.9300234301438658,0.3312198723237938,False
46,0.6455159828650078,0.29049025787238253,0.7122895837859425,0.7095097421276177,0.709792632869556,0.7101430742593706,0.6173385848261856,0.7269121188464037,0.7361465890957304,0.5912386037332135,0.7001902028966733,0.7844974197645309,0.30998393190602336,False
47,0.5919923294619798,0.7377460657860434,0.7262890126748266,0.2622539342139567,0.7391652007036622,0.25097241823954636,0.15354070724937519,0.6612208924104005,0.8029752125463956,0.40858244747241385,0.686399757952658,0.4490465958353527,0.3094410908932992,False
48,0.718648995561604,0.29198668009973217,0.2763658764009955,0.708013319900268,0.09499440268671037,0.29246012748509304,0.25966715654546496,0.49956951246866066,0.8089788395037668,0.6561739183445169,0.4566792668020697,0.1983288967844057,0.2761323663525427,False
49,0.5994695575522323,0.811319164157614,0.3187618886750828,0.18868083584238612,0.7603816834586066,0.28699421955006044,0.6677582447367945,0.1354070558422963,0.24411373553825752,0.3056930427296982,0.20583662113253975,0.22009568572052599,0.8194727928084423,True
50,0.5196634860739526,0.6996479833316622,0.2087792937248064,0.3003520166683379,0.6819659896582972,0.2589887045007991,0.6558598158883464,0.1880920017759352,0.2762717275147877,0.4448602377061565,0.4115228374202584,0.22403552083924066,0.7794979806314327,True
51,0.5586656975395512,0.23129368082627172,0.24186302222794503,0.7687063191737284,0.04131350285196436,0.273031920716419,0.19374922558254953,0.5237515285817157,0.9236257792654727,0.7833484329055929,0.3300624915048057,0.22534711480209024,0.2559169670386937,False
52,0.5054126780384455,0.1551555262712907,0.43248342225701436,0.8448444737287095,0.21717575563729408,0.15742948880302846,0.17003720177362225,0.551447315019681,0.8515375512073335,0.6106212026020027,0.71298110587298,0.3890209591143152,0.30661831762713343,False
54,0.5306898844779858,0.7106929371069761,0.2979612545007204,0.28930706289302394,0.7725891572045418,0.14924677633287145,0.6184735445900691,0.09506218992963103,0.23776406940425035,0.2581652480202061,0.5850329301871431,0.2407097767089888,0.8447691840013898,True
55,0.7168473470145215,0.36620126437869666,0.08880890374722343,0.6337987356213034,0.3023615331307639,0.3189813841254523,0.38631138713505514,0.7635265778481272,0.6642925791616338,0.8871612510477673,0.4250096719775258,0.24953580466233521,0.17514222434533375,False
57,0.6102794488347277,0.28543228138289034,0.2984843144502503,0.7145677186171099,0.2140839063915987,0.26420837754474286,0.26956855970929705,0.5693834499935942,0.7913095736651553,0.7014104460900021,0.4523173517548887,0.290310880334456,0.28525209536630913,False
58,0.3344416435983484,0.8304206339377895,0.7306311820568032,0.16957936606221052,0.6246601631217016,0.3193609550473406,0.21057284285142153,0.6749527965348437,0.7006971079139099,0.6204468980344765,0.3110152944080554,0.42736627328205684,0.4837364832587832,False
59,0.5391877889983453,0.7796494660983138,0.26626241626030217,0.22035053390168613,0.7631536862306093,0.35435356258709594,0.6683276671969235,0.255913533947091,0.3592592380761191,0.4919875031060585,0.6146919209019133,0.2739973689514946,0.7204585920875495,True
60,0.5882266520266614,0.2548377783687736,0.21407777844718393,0.7451622216312266,0.0990457913534837,0.33223898448637507,0.24190015382150948,0.5874862918058407,0.8031225630375565,0.759392050258428,0.3462647139892909,0.24130268904835914,0.24464758761453947,False
61,0.5306898844779858,0.3097605308276742,0.7671420246946951,0.6902394691723259,0.8002558771789541,0.8433716168881333,0.8030504157795353,0.6303162715935244,0.9076148030971409,0.7794431826747853,0.7619134808123509,0.9049029807881805,0.4100621010118557,False
62,0.6684889349396099,0.7055015622795036,0.7311727765061065,0.29449843772049655,0.7628871475025321,0.28118302022482233,0.1078733264121941,0.7106626679352116,0.7985845394131432,0.3181031976105534,0.5991314978023903,0.46520458002323317,0.22115342858383638,False
63,0.7336653109196913,0.5841806905830796,0.728804508849082,0.4158193094169204,0.7645396876166107,0.10944613979858366,0.17222689774156966,0.5544286271439754,0.9478499179570761,0.34316914055720255,0.43204648874091583,0.4769053344704974,0.26950970599730756,False
65,0.7556330513585822,0.6774372613774026,0.7203118116401892,0.32256273862259754,0.8300015992323685,0.1581968447664308,0.21925713778327413,0.729937021490939,0.8752383285169093,0.4686794824772663,0.6516324654165073,0.4974026396951444,0.21922091457853823,False
66,0.6850053353540665,0.6920570634390124,0.7111139442791476,0.3079429365609877,0.7750946212484674,0.06839910220915392,0.3933515716151942,0.6750278963460077,0.8989931476364753,0.7452042602767152,0.5506526535533016,0.489336561411625,0.3799452816259174,False
67,0.42397507075143437,0.18083115053509058,0.8413756389310185,0.8191688494649094,0.6716775947545179,0.5404535894683671,0.5561325287995462,0.7379657890249313,0.7032154020538741,0.6219245077674446,0.5846931596186682,0.8742399801464201,0.4328831371867808,False
68,0.49174179979277177,0.7629256917947547,0.2485373453716681,0.23707430820524528,0.7443360520283597,0.2648236978745421,0.6500846603888786,0.1383538732972466,0.13590473703739334,0.29101425056990043,0.704429057649472,0.21726924564818667,0.8583402093194946,True
69,0.6420132069344138,0.7694211703221693,0.8495816192863233,0.2305788296778308,0.6658137427368197,0.30852683945623716,0.17956543630787522,0.8564964357783579,0.6957201065052647,0.5001880848250808,0.7294930778337153,0.4802592756250708,0.2914839101923829,False
71,0.6238730031084236,0.25370769048940445,0.38062179389835066,0.7462923095105957,0.27741350818273897,0.2557000594233471,0.35615998130382026,0.564129934980237,0.6755197865033445,0.639661352691526,0.47041081988054256,0.3601336074055656,0.3639640422113172,False
73,0.5459845661351932,0.7549186757589755,0.8181378100493847,0.24508132424102463,0.6330294791833253,0.21882126141836988,0.2571341486300597,0.48954324312493697,0.7738281940259567,0.43540604600864774,0.5916869842245638,0.41681877825246944,0.5191297172884006,False
74,0.6125373088164793,0.3846653782192622,0.6941234906264298,0.6153346217807378,0.8766458766458767,0.8662638712974183,0.7371542142051556,0.6994226475625087,0.9340193626196138,0.7397606497505267,0.522206901705234,0.8665994961368044,0.28221218569505363,False
75,0.6136121120269706,0.7098427127173239,0.8159161743656062,0.2901572872826762,0.7207740284663362,0.3047185367158615,0.2755427099995891,0.715100633813971,0.6896126440217692,0.4570688879737447,0.33909153304231504,0.5120979944852416,0.38040126807660574,False
76,0.7253916459180675,0.2064142908019146,0.8705989690798716,0.7935857091980856,0.7460952076336692,0.7873760517325771,0.7643791489234255,0.6370408962700835,0.8134563642803935,0.5601678895941629,0.5413800336756854,0.9047842298793015,0.3740608850479872,False
77,0.5468351298269489,0.3371126028319435,0.7692169195414482,0.6628873971680566,0.8201396662935125,0.6910376729965859,0.7830050267204611,0.6509998344962871,0.7536658538806772,0.720070299431961,0.5429515817515538,0.8624381610958548,0.4651930342641248,False
78,0.7364180443221008,0.6638965690889593,0.6098611240567089,0.3361034309110407,0.7110720187643265,0.2222419091898336,0.2890104687783183,0.6539509709199253,0.8412919204844396,0.5446725978572872,0.45907387943355815,0.42323666129714177,0.2756763799018544,False
79,0.7170174597528726,0.6986659223097991,0.6164592701478179,0.30133407769020093,0.7567034490111413,0.2446468409912087,0.3799139741241833,0.6636230185009567,0.7874892447824902,0.6067397186061956,0.6931032484996605,0.4490370508450411,0.332457549832805,False
80,0.5447396501863507,0.7267094921718464,0.6370988790473987,0.27329050782815373,0.7147502532117918,0.299279397434836,0.2640634077675483,0.7178452268649335,0.7481965626390579,0.5888421826368654,0.6186157773885597,0.4555807031738215,0.3363442914839102,False
83,0.6224889040100212,0.6570015628706417,0.2611772223534945,0.3429984371293584,0.7531851378005224,0.2513560503998423,0.7590077680516666,0.20580986683993635,0.34281464786543586,0.498281009576908,0.7156396740495342,0.29769870283581695,0.7592608676770747,True
84,0.641162643242658,0.728171610223675,0.7267485901959669,0.27182838977632506,0.8087851164774242,0.14094759506264512,0.20881866251138329,0.6554986916201041,0.8850819362316191,0.4942846704332399,0.32971066272936644,0.47267774596738144,0.30766057237156386,False
86,0.3493265082040734,0.8209236483317798,0.7462079047970086,0.17907635166822028,0.7223732608347992,0.3598811014169782,0.33222480526245113,0.6066101618642554,0.6134555723137405,0.5551738065060541,0.5293793008873268,0.4805372032841504,0.5649672124028315,False
87,0.43967183706292623,0.8874728519071307,0.7725928837187075,0.11252714809286932,0.7305293459139613,0.2389993709011609,0.3130482663989084,0.7648433803699275,0.7166902833026572,0.7493106409030942,0.5587438265084692,0.46439718613685627,0.47153341729274334,False
88,0.55226327265979,0.7707680725431155,0.7988223256928736,0.2292319274568846,0.6650674342982036,0.37308027533986554,0.22219632623230684,0.6240255857762969,0.6469361558033356,0.3573467976208358,0.3865711721813774,0.4456788986653303,0.4312546141486082,False
89,0.711821288835965,0.6084040431398123,0.331755224711249,0.3915959568601877,0.7450823604669758,0.2067054440395912,0.8135690061030989,0.051127372788582134,0.29914776031197443,0.3359193485989992,0.28869785504251055,0.2920107308149911,0.8543883267468625,True
91,0.6549881694322874,0.6431244180074582,0.32468296679479697,0.35687558199254193,0.8321339090569859,0.380510691419672,0.7631411813475463,0.1718255157267376,0.4132820149736574,0.3849375883078157,0.37660433167200336,0.37121590262762394,0.7147696182741999,True
92,0.4847207831371882,0.31309336180313424,0.8380372292241612,0.6869066381968659,0.7776533930380085,0.706523950231592,0.6699442453572433,0.6977012080847876,0.7514052453885421,0.6479274182820652,0.38342942850856904,0.8840202263959414,0.43479393755157,False
94,0.49805143590615963,0.7012120878926889,0.8543318401099043,0.2987879121073112,0.7704035396343089,0.2950219374072697,0.2349298104565037,0.5796157812276406,0.6952904082507401,0.31761003064082916,0.739329968713644,0.538266989100183,0.46443305684631087,False
95,0.443568965250607,0.8593429752953916,0.7126732394027356,0.14065702470460847,0.753878138493523,0.32338075453273646,0.031091059175824536,0.594243237200711,0.771784360392139,0.2826561950933669,0.552346608800556,0.3964615597973996,0.34459547487731795,False
96,0.5006495213646135,0.7543953258131653,0.31613768210834337,0.2456046741868348,0.7809584732661655,0.18656984859575576,0.7176546586915842,0.14507951431707825,0.28763620629263764,0.45353829375353655,0.4423115792024322,0.2746138630316349,0.8725626438528685,True
97,0.5628102624375609,0.25822260109809325,0.701610138543933,0.7417773989019069,0.7564902180286796,0.7637555306869999,0.7047162433631261,0.6627006673813478,0.8399949465148188,0.6901619594201824,0.40109810485859154,0.8518575393351858,0.3520649672124028,False
98,0.46522740980158667,0.1534448018467855,0.2842186426532687,0.8465551981532146,0.27640066101604566,0.19618414089732714,0.19620300487297654,0.7122944196109177,0.8029019463241188,0.7617490951000734,0.37276155830265906,0.40785771675971166,0.21288053154991965,False
99,0.7468645129363005,0.6818117178636562,0.7821768938416338,0.31818828213634376,0.6842049149741458,0.2511502204919052,0.20642765841452496,0.5957525591959075,0.7962651612338966,0.32322903819883025,0.5731081990315164,0.4363090869992182,0.3227081252442785,False
100,0.43897592131512614,0.8220328097092314,0.3184522972188429,0.17796719029076874,0.7488672104056721,0.32206714204213444,0.7315143645784137,0.1892501922233487,0.37436073403796327,0.5879646703997918,0.6469940900682153,0.28253059029027466,0.8484822165284231,True
101,0.46587693116620016,0.77586045606253,0.8380967285234061,0.22413954393747024,0.7140039447731755,0.24180000939398805,0.21830371505524698,0.6375854406272281,0.7387046742141382,0.47965897938176283,0.34845039766506686,0.48653566822512045,0.4648890432969992,False
102,0.7699611833660671,0.16700669671487178,0.7639206215589016,0.8329933032851284,0.6892691508076123,0.7406091953846031,0.7465388977408577,0.5922308278682153,0.7197752969460932,0.48642537829717125,0.545900934021414,0.8251804143536445,0.376188821817866,False
103,0.6250637922768817,0.754452545590934,0.7041660173544781,0.24554745440906608,0.8325070632762941,0.2490533927549249,0.22178103927686507,0.7266621262458651,0.7881963444000972,0.4756476290038554,0.3662474331124881,0.4888809284917401,0.2843835497459504,False
104,0.6329972318018032,0.32768427580358217,0.8426607234521892,0.6723157241964179,0.8282957513726744,0.6943492949497477,0.7629127482073084,0.7902380397001606,0.772641287534947,0.7513755187953279,0.6467819034721609,0.904983832470822,0.37438658965562166,False
105,0.5552247807865395,0.7468704384809439,0.1630221677942033,0.25312956151905613,0.6568047337278107,0.34843402521938477,0.6705980253535221,0.2858155450582988,0.2632738922245417,0.5313718965909694,0.4337061428440318,0.2024152755779074,0.7139010726538412,True
106,0.6446035599956699,0.2203315018498012,0.13324242697653155,0.779668498150199,0.17516925209232903,0.29206606668770724,0.19105338901490435,0.7609368014695018,0.7430994164048185,0.7638018873399037,0.797953482839945,0.26241283879802685,0.10303122421505188,False
108,0.6990009742820469,0.6987250345590785,0.7545314244539505,0.30127496544092164,0.6761554453862146,0.1743722117811571,0.3346411111206422,0.6577957792102012,0.8171766217805765,0.6081108072860459,0.5897255419256312,0.4518789313428849,0.3850697007860338,False
109,0.6922119295423967,0.31582371301476825,0.035048732280537336,0.6841762869852319,0.09254224638840022,0.3761448218447388,0.30400002569894446,0.6784382822426833,0.7810939561159722,0.9081562458993105,0.5492511561599811,0.1595852196386492,0.15138750162852305,False
111,0.8124275087762708,0.19250154462748553,0.6548766907197725,0.8074984553725147,0.7307958846420385,1.0,0.7360268156892481,0.7280888664774634,0.8623671406164273,0.5854529048489876,0.7190270730418892,0.8586878221083313,0.1604203760802536,False
113,0.6762367969317848,0.2172404270032736,0.7527342105756172,0.7827595729967266,0.7289301135454981,0.7630321220305013,0.6990268606343341,0.48491922176031377,0.670859664929608,0.34816222198342855,0.4271842727193631,0.8021211214352972,0.4426325617753073,False
115,0.44172865471753553,0.7696871608470698,0.28339175863730515,0.23031283915293024,0.7547843701689856,0.21103120347335214,0.6105235108847886,0.15582535229406244,0.29635798944674363,0.3984895444354018,0.558044555991803,0.2442546176697989,0.8286793763842446,True
116,0.5279139538839831,0.17699075478033888,0.7564819597217336,0.8230092452196612,0.6429980276134123,0.7473178896629007,0.6229170605304577,0.5686778531579643,0.654318156131101,0.43396982066698314,0.6604723354584254,0.8163375422997481,0.44408737568940815,False
118,0.42319409863445867,0.8476529314816461,0.6846061655259473,0.15234706851835392,0.7715763100378485,0.26186176590310983,0.2825141265240178,0.7617657227385266,0.7344097635843873,0.712249965172706,0.6837348996631305,0.47044590264446645,0.41199461501715384,False
119,0.6040316718989222,0.6904051897774607,0.6714016518854998,0.3095948102225393,0.8986619755850526,0.19680300212801852,0.2423527420010811,0.6652195774424058,0.8415228198948539,0.4601713725620305,0.5703675386046203,0.5269572985206953,0.2912233465062753,False
120,0.6200763960843141,0.18233994798215755,0.6771793118046923,0.8176600520178426,0.7341009648701957,0.7723836320386367,0.881879474244486,0.6226636403405443,0.7182207444257075,0.7354285028386919,0.6724576893357027,0.87159012239485,0.4472575672037174,False
122,0.3857770285944048,0.2675261777298153,0.814402783948179,0.732473822270185,0.724772109387494,0.7330882233681267,0.5288193121766261,0.6343582796337262,0.7428748903833644,0.4880181935269282,0.5295860356462324,0.8598750504621183,0.4220914578538238,False
123,0.8921330590909794,0.512661194310174,0.6976700420242773,0.48733880568982624,0.7292499600191907,0.1294025743653488,0.2939623090658617,0.5401947977683205,0.9171426302980114,0.36426810394665593,0.1558210276056311,0.4712746323915424,0.26162765449255226,False
125,0.5699704622427045,0.22222144406053732,0.3039564880486681,0.7777785559394628,0.1579508502585426,0.19485172987496396,0.196420719751101,0.6278311625130129,0.8274370977033995,0.7438976003038468,0.7736922694160533,0.2983651677475905,0.24608068788813134,False
126,0.5342003928057777,0.6703356670909779,0.7541724479347565,0.32966433290902214,0.6632549709472786,0.3271803195596862,0.42525488191100885,0.6255925661959293,0.6434235123877231,0.5890594851021931,0.41128459333469847,0.5094251164629185,0.5148955573891519,False
129,0.5174597528725856,0.8189004286313115,0.8946518984384128,0.18109957136868857,0.674129751052828,0.35065584559219554,0.0763518506370157,0.5540399797873858,0.6910606083603364,0.17109542275887712,0.5760175994984227,0.4285616429511084,0.43355626004255876,False
130,0.5512348638324853,0.283601530072842,0.25336213889028764,0.7163984699271582,0.21946798869875792,0.337517724863753,0.37433662735788653,0.6102100000331449,0.7054307897683246,0.8099892772439016,0.5335640026860782,0.31939334287458115,0.3325444043948409,False
131,0.4370660192072746,0.7039987128364387,0.12165061115397353,0.29600128716356133,0.6943866943866943,0.3190012902795666,0.5383847412572985,0.24117819671421123,0.13756881395220263,0.3050241106714013,0.4542962866133579,0.19834068765479068,0.727537238893473,True
132,0.6351313734283903,0.18045089490337915,0.016620224125988396,0.819549105096621,0.15421930806546194,0.2730530237060453,0.1625795783291125,0.8821178196528625,0.7563510663387469,0.8881262388548996,0.36732760763308403,0.25036369220438176,0.0023885004559864387,False
133,0.7171953048884215,0.6679312646488247,0.7383558366536732,0.3320687353511755,0.7227464150541073,0.2937204173180376,0.04121820845178102,0.7887288109149075,0.8042241086468739,0.28909155418547344,0.5587250016268496,0.4644628781290025,0.13436400746949234,False
136,0.7471738088242117,0.1596017394406996,0.7364696490217539,0.8403982605593006,0.7218934911242604,0.7311449372516382,0.7447692760802769,0.6170659347362148,0.657386295623466,0.4659759392551088,0.31571336557697205,0.8344834110875725,0.37655795370651846,False
138,0.5634829809937677,0.6771759685238036,0.7641609365898924,0.3228240314761966,0.794765179380564,0.18858488252014938,0.30216453561221707,0.5522113043656117,0.804480252932567,0.4563228195129507,0.45889136622692994,0.5153514325065317,0.44243713901072657,False
139,0.6712648655336128,0.8613829632332165,0.43420727375563795,0.13861703676678358,0.88011088011088,0.22653374470292892,0.6799918962690483,0.0695141257228478,0.21255569712454317,0.1440330690068303,0.6070857324165272,0.24977134133502915,0.8702175706778998,True
141,0.548304285294527,0.18664307616306353,0.7633307893568808,0.8133569238369366,0.6838317607548376,0.7017576587918832,0.7116266640740693,0.6421528700063688,0.7044062044306222,0.6152125644969391,0.27712089499686715,0.8557808110883597,0.44017892039779394,False
142,0.5539180056601147,0.7242465545118948,0.23144816874605886,0.27575344548810526,0.6774348312809851,0.2448161101974731,0.7334705358612698,0.18740777182699103,0.27221582625428714,0.5229428019071328,0.7695292498643408,0.22346619024064104,0.8213184522517046,True
143,0.6932326059725036,0.6838000340971773,0.7818298776957188,0.31619996590282284,0.6996108534570074,0.2784739379467016,0.306262770372792,0.676804630009268,0.7290800607603144,0.4687843670456031,0.45904040274592844,0.48478332029787113,0.3657228470925436,False
144,0.3616287521457402,0.7898957578970003,0.22290523534502527,0.21010424210299974,0.7136307905538675,0.22185724471254165,0.6775995103244027,0.22951110149917855,0.2436942778335386,0.5885797475304382,0.5847374808680977,0.23677948658058579,0.8657662743735616,True
146,0.5159751326106119,0.20376617395206753,0.20857948400311782,0.7962338260479326,0.18727011034703342,0.2405890665801437,0.1990318095089025,0.7302289623832338,0.7987029134544416,0.8301825441134558,0.4501523593917211,0.3210609088290601,0.18282885308550834,False
